ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
2039,,mauliene,tie,nupaʐakani,nupaʐakani,n u p a ʐ a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2040,,kumadene2,tie,nupaʐaːka,nupaʐaːka,n u p a ʐ aː ka,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2041,,tariana,tie,natutunipɛ,natutunipɛ,n a t u t u n i p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2042,,aha,tie,ipapikada,ipapikada,i p a p i k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2043,,ehe,tie,paraketi,paraketi,p a ɾ a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2044,,oho,tie,iparaketi,iparaketi,i p a ɾ a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2045,,name,tie,joːwetaketi,joːwetaketi,j oː w e t a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2046,,werekena,tie,piaɾitɛhə,piaɾitɛhə,p i a ɾ i t ɛ h ə,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2047,,waliperi,tongue,ɽienene,ɽienene,ɽ i e n e n e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2048,,hohoodene,tongue,pɛːnɛnɛ,pɛːnɛnɛ,p ɛː n ɛ n ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2049,,moliwene,tongue,ɽiɛnenɛ,ɽiɛnenɛ,ɽ i ɛ n e n ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2050,,mauliene,tongue,nuenene,nuenene,n u e n e n e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2051,,kowaidakenai,tongue,ɽinene,ɽinene,ɽ i n e n e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2052,,dzawinai,tongue,ɽienene,ɽienene,ɽ i e n e n e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2053,,tariana,tongue,henenẽ,henenẽ,h e n e n ẽ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2054,,aha,tongue,lienene,lienene,l i e n e n e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2055,,ehe,tongue,lienene,lienene,l i e n e n e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2056,,oho,tongue,lieːnene,lieːnene,l i eː n e n e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2057,,name,tongue,liako,liako,l i a k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2058,,werekena,tongue,nutaɽa,nutaɽa,n u t a ɽ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2059,,waliperi,tooth,ɽietsʰa,ɽietsʰa,ɽ i e tsʰ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2060,,hohoodene,tooth,peːtsʰa,peːtsʰa,p eː tsʰ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2061,,moliwene,tooth,ɽiɛtsʰa,ɽiɛtsʰa,ɽ i ɛ tsʰ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2062,,mauliene,tooth,nuetsa,nuetsa,n u e ts a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2063,,kumadene2,tooth,noetha,noetha,n o e tʰ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2064,,kowaidakenai,tooth,ɽiai,ɽiai,ɽ i a i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2065,,dzawinai,tooth,ɽietsa,ɽietsa,ɽ i e ts a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2066,,tariana,tooth,liɛ,liɛ,l i ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2067,,aha,tooth,lietsa,lietsa,l i e ts a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2068,,ehe,tooth,liːai,liːai,l iː a i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2069,,oho,tooth,lieːtsa,lieːtsa,l i eː ts a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2070,,name,tooth,lieːtsa,lieːtsa,l i eː ts a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2071,,werekena,tooth,naːtsi,naːtsi,n aː ts i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2072,,waliperi,hometohome,nuːpɐnaʊ,nuːpɐnaʊ,n uː p ɐ n a ʊ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2073,,hohoodene,hometohome,ɽiːpɐnaɽikoɽʰɛ,ɽiːpɐnaɽikoɽʰɛ,ɽ iː p ɐ n a ɽ i k o ɽʰ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2074,,moliwene,hometohome,pɐ̃tiʐoj,pɐ̃tiʐoj,p ɐ̃ t i ʐ o j,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2075,,mauliene,hometohome,pantiʐikohe,pantiʐikohe,p a n t i ʐ i k o h e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2076,,kumadene2,hometohome,ɽipanaɽiku,ɽipanaɽiku,ɽ i p a n a ɽ i k u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2077,,kumadene1,hometohome,panisi,panisi,p a n i s i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2078,,tariana,hometohome,wḭː puninãtahulihɛpanisisɛ,wḭː puninãtahulihɛpanisisɛ,w ḭː # p u n i n ã t a h u l i h ɛ p a n i s i s ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2079,,werekena,hometohome,pɐnisiwɛbahɐ̃,pɐnisiwɛbahɐ̃,p ɐ n i s i w ɛ b a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2080,,waliperi,tree,haiko,haiko,h a i k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2081,,moliwene,tree,hajko,hajko,h a j k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2082,,mauliene,tree,hajko,hajko,h a j k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2083,,kumadene2,tree,haiku,haiku,h a i k u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2084,,kumadene1,tree,hajku,hajku,h a j k u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2085,,kowaidakenai,tree,haiku,haiku,h a i k u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2086,,dzawinai,tree,haiku,haiku,h a i k u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2087,,tariana,tree,hajpunã,hajpunã,h a j p u n ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2088,,aha,tree,haiko,haiko,h a i k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2089,,ehe,tree,haiko,haiko,h a i k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2090,,oho,tree,haiko,haiko,h a i k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2091,,name,tree,haiku,haiku,h a i k u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2092,,werekena,tree,tsaːpɛ,tsaːpɛ,ts aː p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2093,,aha,turn,ikapokoitakada,ikapokoitakada,i k a p o k o i t a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2094,,ehe,turn,ipedokaːkethi,ipedokaːkethi,i p e d o k aː k e tʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2095,,oho,turn,ikapokoketi,ikapokoketi,i k a p o k o k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2096,,name,turn,pikapokoketi,pikapokoketi,p i k a p o k o k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2097,,waliperi,two,dzamada,dzamada,dz a m a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2098,,hohoodene,two,dzamada,dzamada,dz a m a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2099,,moliwene,two,dzɐmáda,dzɐmáda,dz ɐ m a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2100,,mauliene,two,dzɐmáda,dzɐmáda,dz ɐ m a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2101,,kumadene2,two,jamada,jamada,j a m a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2102,,kumadene1,two,ɲɐmɛpɐ,ɲɐmɛpɐ,ɲ ɐ m ɛ p ɐ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2103,,kowaidakenai,two,dzahmepa,dzahmepa,dz a h m e p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2104,,dzawinai,two,dzahẽpa,dzahẽpa,dz a h ẽ p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2105,,tariana,two,ɲamãitɛ,ɲamãitɛ,ɲ a m ã i t ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2106,,aha,two,jamada,jamada,j a m a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2107,,ehe,two,dzahme,dzahme,dz a h m e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2108,,oho,two,dzamada,dzamada,dz a m a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2109,,name,two,jamada,jamada,j a m a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2110,,werekena,two,tonaba,tonaba,t o n a b a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2111,,aha,vine,adapi,adapi,a d a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2112,,ehe,vine,adapi,adapi,a d a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2113,,oho,vine,adapi,adapi,a d a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2114,,name,vine,adapi,adapi,a d a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2115,,hohoodene,vomit,nukatʰaka,nukatʰaka,n u k a tʰ a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2116,,moliwene,vomit,nukapʰɛ,nukapʰɛ,n u k a pʰ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2117,,mauliene,vomit,nukathaka,nukathaka,n u k a tʰ a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2118,,kumadene2,vomit,nukatheaka,nukatheaka,n u k a tʰ e a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2119,,kowaidakenai,vomit,ɽikathakawa,ɽikathakawa,ɽ i k a tʰ a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2120,,dzawinai,vomit,ɽikatha,ɽikatha,ɽ i k a tʰ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2121,,aha,vomit,ikatakada,ikatakada,i k a t a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2122,,ehe,vomit,kataketi,kataketi,k a t a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2123,,oho,vomit,ikataketi,ikataketi,i k a t a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2124,,name,vomit,pakathaka,pakathaka,p a k a tʰ a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2125,,werekena,vomit,tejahɐ̃,tejahɐ̃,t e j a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2126,,waliperi,walk,ɽiɐ̃hikawa,ɽiɐ̃hikawa,ɽ i ɐ̃ h i k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2127,,hohoodene,walk,waːhĩkawa,waːhĩkawa,w aː h ĩ k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2128,,moliwene,walk,nuáhĩkawa,nuáhĩkawa,n u a h ĩ k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2129,,mauliene,walk,nuakawa,nuakawa,n u a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2130,,kumadene2,walk,ɽiakawa,ɽiakawa,ɽ i a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2131,,kowaidakenai,walk,hitʃiaːka,hitʃiaːka,h i tʃ i aː k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2132,,dzawinai,walk,nuanʰika,nuanʰika,n u a nʰ i k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2133,,tariana,walk,nahikanʰi,nahikanʰi,n a h i k a nʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2134,,aha,walk,jaːkape ~ jeːmanikada,jaːkape ~ jeːmanikada,j aː k a p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2135,,ehe,walk,iːtoketi,iːtoketi,iː t o k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2136,,oho,walk,jaːkape ~,jaːkape ~,j aː k a p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2137,,name,walk,riakao,riakao,ɾ i a k a o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2138,,werekena,walk,nutapa,nutapa,n u t a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2139,,waliperi,wash,pikotsʰoni,pikotsʰoni,p i k o tsʰ o n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2140,,hohoodene,wash,pikotsʰonĩ,pikotsʰonĩ,p i k o tsʰ o n ĩ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2141,,moliwene,wash,pikutsʰonĩ,pikutsʰonĩ,p i k u tsʰ o n ĩ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2142,,mauliene,wash,nukutshukani,nukutshukani,n u k u tsʰ u k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2143,,kumadene2,wash,hiːpaka,hiːpaka,h iː p a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2144,,tariana,wash,nʰɛpanapeku,nʰɛpanapeku,nʰ ɛ p a n a p e k u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2145,,aha,wash,ikotsokada,ikotsokada,i k o ts o k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2146,,ehe,wash,ikotsoketi,ikotsoketi,i k o ts o k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2147,,oho,wash,ikotsoketi,ikotsoketi,i k o ts o k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2148,,name,wash,ikotsonda,ikotsonda,i k o ts o n d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2149,,werekena,wash,pipa,pipa,p i p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2150,,waliperi,water,oːni,oːni,oː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2151,,hohoodene,water,oːni,oːni,oː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2152,,moliwene,water,óːnì,óːnì,óː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2153,,mauliene,water,uni,uni,u n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2154,,kumadene2,water,oːni,oːni,oː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2155,,kumadene1,water,uːnĩ,uːnĩ,uː n ĩ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2156,,kowaidakenai,water,oːni,oːni,oː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2157,,dzawinai,water,oːni,oːni,oː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2158,,tariana,water,uːni,uːni,uː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2159,,aha,water,uːni ~ oni,uːni ~ oni,uː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2160,,ehe,water,uːni,uːni,uː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2161,,oho,water,uːni,uːni,uː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2162,,name,water,oːni,oːni,oː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2163,,werekena,water,weni,weni,w e n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2164,,waliperi,we,whaː,whaː,wʰ aː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2165,,hohoodene,we,wʰaː,wʰaː,wʰ aː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2166,,moliwene,we,wahio,wahio,w a h i o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2167,,kumadene2,we,wha,wha,wʰ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2168,,kowaidakenai,we,hwa,hwa,wʰ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2169,,dzawinai,we,ɸaa,ɸaa,ɸ aː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2170,,tariana,we,wuha,wuha,w u h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2171,,aha,we,waː,waː,w aː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2172,,ehe,we,faː,faː,f aː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2173,,oho,we,paːna,paːna,p aː n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2174,,name,we,faː,faː,f aː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2175,,waliperi,wet,puːtʃiakani,puːtʃiakani,p uː tʃ i a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2176,,hohoodene,wet,puːtʃiakɐni,puːtʃiakɐni,p uː tʃ i a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2177,,moliwene,wet,potʃiádaɽi,potʃiádaɽi,p o tʃ i a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2178,,mauliene,wet,putʃiakani,putʃiakani,p u tʃ i a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2179,,kumadene2,wet,puːtiaka,puːtiaka,p uː t i a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2180,,tariana,wet,puːtʃekanʊka,puːtʃekanʊka,p uː tʃ e k a n ʊ k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2181,,aha,wet,poːtsiadali,poːtsiadali,p oː ts i a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2182,,ehe,wet,puːtsiadali,puːtsiadali,p uː ts i a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2183,,oho,wet,potsiadale,potsiadale,p o ts i a d a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2184,,name,wet,poːtsia,poːtsia,p oː ts i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2185,,werekena,wet,kotsaɽi,kotsaɽi,k o ts a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2186,,waliperi,what,koaka páːhĩa,koaka páːhĩa,k o a k a # p áː h ĩ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2187,,hohoodene,what,koakɐni,koakɐni,k o a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2188,,moliwene,what,koakɛhe,koakɛhe,k o a k ɛ h e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2189,,mauliene,what,koakena,koakena,k o a k e n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2190,,kumadene2,what,koapiwame,koapiwame,k o a p i w a m e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2191,,kowaidakenai,what,koahia,koahia,k o a h i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2192,,dzawinai,what,kwamedaɽika,kwamedaɽika,kʷ a m e d a ɽ i k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2193,,tariana,what,hãnekwakãnʰã,hãnekwakãnʰã,h ã n e kʷ a k ã nʰ ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2194,,aha,what,koka,koka,k o k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2195,,ehe,what,kuakapha ~ kuadzupha,kuakapha ~ kuadzupha,k u a k a pʰ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2196,,oho,what,koaka,koaka,k o a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2197,,name,what,koka,koka,k o k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2198,,werekena,what,tamaɾiteta,tamaɾiteta,t a m a ɾ i t e t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2199,,waliperi,when,kenakuda,kenakuda,k e n a k u d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2200,,hohoodene,when,kɔ̃kɔhĩ,kɔ̃kɔhĩ,k ɔ̃ k ɔ h ĩ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2201,,moliwene,when,koamkawɽ̥ʰi,koamkawɽ̥ʰi,k o a m k a w ɽʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2202,,mauliene,when,koamkohi,koamkohi,k o a m k o h i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2203,,kumadene2,when,koaŋkaoɽhi,koaŋkaoɽhi,k o a ŋ k a o ɽʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2204,,kowaidakenai,when,kaidzukuda,kaidzukuda,k a i dz u k u d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2205,,dzawinai,when,kwamekawaɽhi,kwamekawaɽhi,kʷ a m e k a w a ɽʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2206,,tariana,when,koimakahãdeinãkoikapisɛ,koimakahãdeinãkoikapisɛ,k o i m a k a h ã d e i n ã k o i k a p i s ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2207,,aha,when,kuakhaoli,kuakhaoli,k u a kʰ a o l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2208,,ehe,when,kuaːdzokoːda,kuaːdzokoːda,k u aː dz o k oː d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2209,,oho,when,kuakaori,kuakaori,k u a k a o ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2210,,name,when,kuankaohli,kuankaohli,k u a n k a o h l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2211,,werekena,when,jomiɾɛhɐ̃,jomiɾɛhɐ̃,j o m i ɾ ɛ h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2212,,waliperi,where,kahɛ,kahɛ,k a h ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2213,,hohoodene,where,kaɽɛaha,kaɽɛaha,k a ɽ ɛ a h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2214,,moliwene,where,kahɛgɐ,kahɛgɐ,k a h ɛ g ɐ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2215,,mauliene,where,kahia,kahia,k a h i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2216,,kowaidakenai,where,kaɽie,kaɽie,k a ɽ i e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2217,,tariana,where,kanisɛm̥adewauha,kanisɛm̥adewauha,k a n i s ɛ mʰ a d e w a u h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2218,,werekena,where,daːti,daːti,d aː t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2219,,waliperi,white,haɽɛdaɽi,haɽɛdaɽi,h a ɽ ɛ d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2220,,hohoodene,white,haɽɛdaɽi,haɽɛdaɽi,h a ɽ ɛ d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2221,,moliwene,white,haɽɛdaɽi,haɽɛdaɽi,h a ɽ ɛ d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2222,,mauliene,white,haɽekani,haɽekani,h a ɽ e k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2223,,kumadene2,white,haɽedaɽi,haɽedaɽi,h a ɽ e d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2224,,kumadene1,white,haɾenĩpɛ,haɾenĩpɛ,h a ɾ e n ĩ p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2225,,kowaidakenai,white,haːɽikani,haːɽikani,h aː ɽ i k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2226,,dzawinai,white,haːɽe,haːɽe,h aː ɽ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2227,,tariana,white,haɾɛmanʊ̃ka,haɾɛmanʊ̃ka,h a ɾ ɛ m a n ʊ̃ k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2228,,aha,white,haːledali,haːledali,h aː l e d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2229,,ehe,white,haːle,haːle,h aː l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2230,,oho,white,haːledare,haːledare,h aː l e d a ɾ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2231,,name,white,haːledali,haːledali,h aː l e d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2232,,werekena,white,aɾiɾi,aɾiɾi,a ɾ i ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2233,,waliperi,who,koakeːna,koakeːna,k o a k eː n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2234,,hohoodene,who,koamɛɽita,koamɛɽita,k o a m ɛ ɽ i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2235,,moliwene,who,koaka,koaka,k o a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2236,,mauliene,who,koaka,koaka,k o a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2237,,kumadene2,who,koamehewi,koamehewi,k o a m e h e w i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2238,,kowaidakenai,who,kwaẽ,kwaẽ,kʷ a ẽ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
